0,1,2,3,4,5,6,7,8
1,94255029,83255018,92255057,65145165,97255049,97255057,94255068,94255030
1,82255029,75246027,95239065,93255031,93255049,94251067,93255053,94245049
1,80244024,84255030,94255057,91255027,96192073,97247064,92250054,96255048
1,83255049,92253102,97247101,93255079,95212124,93255083,94255102,95252100
1,95255046,94238044,91255039,100233046,90147080,92220087,94178133,92214106
1,61158068,86245026,93255033,93251066,92178076,91204070,96255070,94231096
1,80255012,88255016,96255046,88255016,94210085,95203089,91255048,91244045
1,63255020,77255074,77255048,76255015,85255061,84252090,84250054,84255062
1,100222054,103227036,95188023,88194021,92230060,89237086,91202053,85225060
2,101255066,69037090,103237144,101247061,104245078,97157187,101219098,105255057
2,101255035,89106048,60032153,103104081,90034255,99089255,90051179,102062147
2,90031255,103174072,100094060,102232098,89043255,102159144,103203098,103251118
2,105255211,54038196,100188111,103196082,94158092,102224074,103255061,105255032
2,103119180,99112216,90004255,99123149,104129218,102235065,101216222,101255134
2,66020125,105106058,100123052,23147191,93040126,103087094,99083104,101068131
2,103113113,104175099,104250050,100090201,111255017,106026147,46023190,105235063
2,101210074,84046194,102160118,34072255,101221127,102253108,99115118,101195137
2,99140069,99177049,100099100,103165091,115013118,104053234,104036189,102164152
3,17076141,20064216,56031117,100087138,101017120,103019092,38035108,29041137
3,84061063,74044075,18110090,25026174,96088075,104056087,102087088,106116125
3,48065051,28039163,23111133,32083055,66030043,106147045,83016063,106055070
3,27105156,106048058,26111046,31065156,103034053,105127036,66020064,75004131
3,98049057,22139075,21114085,23190165,103100041,54050071,98017164,80030077
3,26107170,105055111,92054122,19091208,98039098,83013078,79034083,101046094
3,21088180,102046128,90047129,20072222,85031099,90018086,60019092,101033108
3,79046061,69052064,34055097,67047071,116030119,101067065,40024094,31083145
3,87038061,76058066,33049110,60044070,111028119,98072071,43021087,31111131
