0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
4,14141112,4221037,17152092,17167099,16185076,17158087,16137106,15132104,13097108,14134099,8255071,1255029,15103104,13092114,15074111,14082125,15102107,17124099,15180075,17114094,15109101,16097100,15125086,17142081
4,12163089,15150100,16149108,15156111,17162085,17155092,17134105,16114103,17122123,13223063,174255015,15181113,14144087,17103119,15122090,18100110,17109105,17124097,17107100,17081126,16113099,17122094,16126093,18120091
4,179255020,11242057,8224049,4255035,13226104,179232022,11255074,13226088,8196056,9255059,12090111,17094108,13111110,15111110,16106120,14109115,15120113,15146089,12136086,13101126,14115104,14111113,14135089,16118095
4,15097139,13095102,11034106,12201066,7204040,12218104,13249080,11225085,13139108,15115137,13145144,16101144,16100128,15072148,15063134,16090125,18077129,17096111,17112107,18102107,15101088,15104103,17105117,16112114
4,5255051,11255071,3255031,11255082,8255048,10255063,9252075,5245050,9255067,12250094,175157047,177255022,15160102,15142111,15134114,15130122,15157096,15156111,15151101,15138109,15145104,15146103,16188095,15170090
4,12227108,15168187,13247066,13228122,13196121,8244045,11247096,14239110,12255063,14246112,127084067,8205051,15129130,16106151,17099152,17106142,16130124,17118127,16126127,16105138,18102145,18115129,16131123,16116139
4,10255056,14255072,11200074,11251072,9255061,12233081,13253107,13255104,15233128,10255049,12252100,4255022,16113145,16107146,18097153,16108132,17117133,18138116,16124125,14124127,16102140,16118132,15117129,16120130
4,9255066,15217100,5255040,10229089,14219113,255026,13232088,13153132,15199110,15219112,14224100,255037,16150124,15128135,16133123,16146115,15157112,15171112,16125145,15158113,14146108,15170108,14193095,15170120
4,16207107,14204110,10235076,15220095,2255031,9252083,13255091,7255070,12189093,15162135,14218117,16218124,15152124,16131146,16133140,16137132,16167110,16159117,14160107,16113160,14126138,14133144,14157109,15172101
4,15211115,14201113,17209106,10251065,255034,6255057,4251067,4255068,13197118,8255057,14232101,15205117,15172110,16148122,16131142,16143127,16139130,16167110,15136141,15133123,15115131,15136141,15162104,16153135
