0,1,2,3,4,5,6,7,8,9,10,11,12
2,23174129,22158140,22169145,18245179,19249119,18220116,24120159,24124161,22138161,24130147,23147135,24135144
2,23164148,23153160,23172104,20248069,20186160,22176213,25102193,24111180,25110170,25122163,24115166,23110169
2,21150148,23152141,22161149,23184136,22201128,22195131,23132160,23137156,22161136,23149159,22139150,23138150
2,23184133,22202115,19250053,11255047,9232044,22221128,23138164,24165144,23155145,25154139,24157148,23144161
2,22212124,19232056,6227046,14251060,7248036,23230121,24143155,24162146,23157143,25165148,23157148,24149151
2,23195127,15255051,19242060,23196138,23197141,24184133,25136158,24141161,24159144,24147149,24151149,24146154
2,23216123,23204120,12255045,20193107,22243125,20237101,23145160,24144158,23148155,23155140,24158142,24151149
2,23187128,22189120,21179134,22160143,22178132,23177128,23116169,24128152,24136142,24127148,24126154,21140171
2,23182123,23171124,23165130,23175128,22185132,23176129,24109168,23132156,21136169,24127145,24126154,23123157
2,22204124,23185127,23175125,22150134,23168140,23177125,24123155,24122157,19148178,23131154,24127150,24124152
2,22180126,23204116,20166138,22178126,22206115,23188125,23117175,23152131,23138144,25122152,23132151,24122150
3,171067176,11122207,159163036,175200037,172090130,173098125,167054132,164048128,164054113,160048127,167054100,170064092
3,164141047,170174047,167255020,4126127,179150095,174170045,167053125,164048117,171059112,162048116,166049109,162048106
3,174060136,172079106,173092127,2132106,177133102,174155051,162048144,164057120,175069115,163050118,163056110,163062098
3,177070116,179076107,165119060,165127062,179107119,81107,167053110,170045118,164054103,162048116,162055102,164064088
3,0,0,0,0,0,0,168051111,171050096,173063106,140046112,153052088,167062082
3,172054108,0,0,0,0,176058097,164050112,170066101,167058093,152034114,163057103,167054100
3,166047113,0,0,0,170059099,173055106,168053115,170064092,170064091,153050092,160049094,172058101
3,170060089,169064088,172056104,143031142,170059099,176067084,167055106,176073094,173060089,168069089,169053082,171054089
3,172056101,175074086,173069093,159046117,177051141,9108111,164051115,175078082,167058092,170077086,167070077,164064096
3,170070084,172073080,172080086,146059087,59125,74103,147045108,162049114,161052093,170057094,167065082,163058101
3,170074090,173073087,172076091,169053102,170060097,173059100,162054095,170069096,167061096,157057080,167069093,170064087
3,168052127,0,0,0,0,178042159,167044133,167052128,170050133,162045113,170044122,164049110
4,18141105,14125112,15125108,15126103,15137110,14137104,15091137,15095121,15117111,19088122,17089097,17099103
4,17141105,16159072,15149091,14104115,14085153,15138113,13070123,16092114,15126091,15088101,15086095,15076110
4,17150107,16181086,17155089,15153100,170116033,16116125,15099116,16126095,15137084,16099098,16097097,15127090
4,15120108,15160094,15143089,16142104,12060154,16136107,15093115,14124101,18123083,13092094,13082100,15132087
4,17141110,17040133,16145097,16079126,17104132,16116123,16088127,17106113,16113102,15106103,15114103,16106111
4,16156088,29114,16140089,16086131,17141105,7248037,16083114,15098122,16193078,16110090,14112082,15116090
4,16112105,18124101,16123108,16071133,17101124,16143098,12108104,17109105,15114101,14100120,20116088,16130098
4,8255032,4248039,15143091,15105124,16123131,16111129,13117118,14102142,14147090,15142095,15148088,16121093
4,14121122,9250047,12247095,13096141,15073150,17131113,15063141,18084118,18130116,16118112,15098107,14069129
4,15185106,14192089,15180106,14126140,255020,15234096,14134110,15149106,15168100,15161108,15167104,15151105
4,12246085,13230091,15130145,17092163,14233118,11229069,17107146,17104144,16133138,17105148,15124127,16119142
4,14255064,22140254,13167101,16118141,16144140,6246058,17096149,18114130,16137119,17106151,16118145,17110142
4,13189105,14225077,15177101,14179108,12232100,13237100,15138126,15154116,16162115,15126136,14158095,15161117
4,15186115,13195102,13183102,16148129,15156131,15179120,16125145,16137132,16132147,13124113,15141125,15164112
4,16177114,15169115,15157120,15135157,15164120,15202106,15146131,16150124,15156113,14129117,15135155,15163103
4,15204090,15212094,15220087,15179107,16197101,15206094,14149108,16171094,15188080,14133121,15190083,15174088
4,15179114,15199104,15189104,15167125,16180112,14171118,16128132,16154109,16175089,15165091,15194084,17171097
4,15156100,16190090,0,16145116,14201114,17164104,16120117,16196073,15144085,15143075,16156075,16180082
4,15184094,16194092,16170096,15142113,11234085,15180105,14112114,16145107,14156085,16145088,15161076,14166089
4,16172105,15160115,16152116,15132131,13218111,15180122,15108125,14112132,15124113,15111117,15134101,15135113
5,0,0,0,0,0,0,1255114,1250108,253108,244111,250095,255096
5,0,0,0,0,0,0,2253117,253104,255084,255102,255099,252090
5,0,0,0,0,0,0,5248141,3241128,3253115,1255111,1255107,250113
5,0,0,0,0,0,0,255102,255090,255092,255088,179255084,255090
5,0,0,0,0,0,255101,255113,252085,252075,255088,255090,252099
5,0,0,0,0,0,0,255093,255080,255082,255087,252093,255075
5,0,0,0,0,0,0,179255100,255083,255089,255098,252097,255088
5,0,0,0,0,0,0,255099,255103,255078,255095,252083,255074
5,0,0,0,0,0,2251122,1253116,2255120,255092,255115,255114,1255114
5,0,0,0,0,0,0,255098,252099,255072,255096,252086,179255078
5,0,0,0,0,0,0,255086,255081,255090,255090,255090,255098
5,0,0,0,0,0,0,252091,255084,252079,255107,179255080,255101
5,0,0,0,0,0,0,1255115,255110,253105,255111,4252169,255106
5,0,0,0,0,0,0,255103,1253115,253105,255104,255109,255107
5,0,0,0,0,0,0,255094,255097,255094,255103,255092,255093
5,0,0,0,0,0,0,255100,255080,255076,255080,255068,252075
5,0,0,0,0,0,0,1253110,3255118,255100,250097,252098,255104
5,0,0,0,0,0,0,255097,255102,255094,255094,252100,255103
5,0,0,0,0,0,4251137,1255108,3251117,253104,253108,253102,1255108
5,0,0,0,0,0,0,1255108,2253109,255091,243110,255087,255090
5,0,0,0,0,0,0,3253118,255100,255089,255090,255099,255098
5,0,0,0,0,0,0,4251117,252095,255096,255098,252095,1255108
5,0,0,0,0,0,0,255089,255104,255088,255090,255090,179255076
5,0,0,0,0,0,0,253107,255080,255081,255090,255096,255080
5,0,0,0,0,0,0,255076,255086,255073,255074,255076,255081
5,0,0,0,0,0,0,252097,252096,252090,255097,255094,179252077
5,0,0,0,0,0,0,4252099,255097,179255076,255088,255087,255100
6,179255026,255018,255024,255064,255066,255029,255064,255064,255048,255067,255064,255060
6,255034,255024,179255020,1255058,179255069,255014,255072,255070,179251059,255064,255064,255064
6,255024,255030,1255031,178255030,250049,179255046,179252077,255060,255062,255064,255060,255062
6,255062,255023,177243021,255079,255067,255071,255080,255082,255070,251069,252077,255070
6,250050,1255029,255067,177255021,255076,179255071,255080,255062,255064,252075,2246086,255072
6,255078,255062,1250054,179255045,179255020,179255032,255110,255088,251069,255074,255072,255071
6,255068,179255053,255047,179255034,255033,179255052,255094,255086,255070,255082,255066,1255096
6,1255059,255064,255055,1252096,179255030,255024,255104,255094,255090,255080,255074,255071
6,179251057,179255040,255036,255104,248076,255043,255105,255096,252077,252091,255079,255096
6,179255041,179255053,255059,255014,255030,179255032,255084,255079,255070,255068,255064,179255076
6,255060,179255042,1255022,179255027,255018,255014,255096,255075,255064,255064,255063,251061
6,255063,1255048,255053,255104,255019,179255020,253104,255094,252080,179255078,255068,255090
6,250140,255034,179255020,255091,255018,255038,255082,255096,255070,255077,252078,255088
6,1255052,179255052,250049,255060,179255043,255041,179255056,179255050,255053,255064,1255052,255046
6,179255042,1255039,255060,255070,1255044,179255039,179255050,179255050,179250047,179255060,179255046,179255044
6,255031,255048,179255042,255061,255051,1255059,255060,179255050,179250051,255060,179255050,179255050
6,255048,179255051,179255046,179255047,179255038,179255058,179255044,179255050,179255050,1255068,250056,243042
6,179255050,179255050,252080,255064,179255050,255048,255062,255060,1255053,255061,179255056,255054
6,1255052,1255058,255073,255070,255054,255050,255060,179255050,250049,255064,255054,179255051
6,179255050,179255056,179255050,255064,255064,255047,255066,255062,255054,255064,255082,255055
6,255060,0,0,0,250049,179249045,179255058,255046,255048,255054,179255044,1255051
6,179255050,0,0,0,255048,179255050,255054,179255055,179255044,255054,255044,255048
6,1255052,0,0,0,1255051,255072,255058,179255043,255048,255054,255046,255048
6,255061,250049,255054,255072,250049,249080,179255064,255048,255046,251059,1255052,255049
6,255069,255065,0,255068,1255057,240051,255069,255062,255064,179251070,1255059,179255054
6,255078,0,0,0,255060,255062,255064,255054,255054,255061,255054,179255056
6,1255058,255064,179255056,255099,179255056,179255056,179255045,255048,255054,255055,179249045,255040
6,251061,179255050,252100,179252078,255055,255064,255058,255048,255046,255055,255047,179255050
6,255054,251059,179255056,255062,255055,255066,255048,179255046,255054,255054,179255044,179255042
7,124219063,121255042,121255042,119255022,120255029,119255042,119220081,118244072,120255056,121247062,120255052,120239062
7,121255039,122255048,124241053,125255049,121255047,119252084,120213078,118238076,120237069,118236068,120255058,120255046
7,122242057,122255049,118227064,125255044,120255020,122255040,120229069,117230081,120255060,120240068,120255054,122230061
7,125228066,120255058,125255090,120255039,120252095,122250048,120203083,121232066,120255054,123161109,120255050,120250052
7,120255077,120252082,121236053,120195081,122233058,119255049,119227081,120251071,120255056,118248070,120255062,119236080
7,120252075,123250053,120255052,120206078,121240067,120255048,119206098,120201090,120255054,119245080,120251070,121179097
7,121255056,120255046,133255033,122206068,125224058,125235078,119223087,118238074,120234074,120244070,119245075,119221083
7,120250055,119255043,122238061,119255043,123255031,121251066,118211082,119203088,118217080,120214080,119233069,119243062
7,121255046,120255062,121239047,120162096,122198071,120248036,118214081,118220080,119251062,118238074,119230071,118222078
7,122228057,119255047,122245052,122205066,122241037,125255023,120224074,118241072,119255057,119243066,120255050,119251060
7,121255057,120255050,121255057,120242060,122176071,121202140,118163122,118177115,119210085,119208086,118208087,120203083
7,120255074,120248039,121255041,123228057,125249043,119255031,120248069,120255062,120251057,120248068,120255059,119247065
7,121250047,123249045,120255029,120250053,120248068,123255028,121199095,121222070,120255050,120255054,120255046,120255052
7,125193131,121255042,120255037,121255048,121255048,119247033,120234072,119241074,120255054,120255062,120255058,120255050
7,126130051,131132052,117145079,124094081,130112098,121255022,115141130,122107095,124129067,116144071,124126069,120119077
7,129126073,126119062,120131074,124105080,125097092,128244024,120096101,120112084,116131082,117129071,121122067,123127070
7,123113086,125154053,125138059,126088099,121113070,123144069,125109096,119147066,123107088,118145072,119155079,123142063
7,121255027,120255028,120255093,119255032,119255032,120255082,118203084,118221075,119228066,118214075,120231064,120227064
7,119255032,128247033,120249040,121255034,120255035,120255055,118195085,118205082,120221068,119234062,119234061,119234060
7,120246054,174206063,123255022,124255030,119255020,119255022,118190090,120203078,119224065,118217074,119255053,121196078
7,121223063,121234049,120213060,120183081,120161095,123210057,118197088,118206084,117241072,118237072,120247062,119250056
7,119216065,120241053,122205051,119160089,122190067,117104214,120179097,120205082,119220072,118235077,118243065,121255054
7,123249045,120255036,120255048,119198071,118094201,124249042,118211082,119226071,119255063,117245073,119255049,120214069
8,30255002,30255002,18213006,18255013,23255068,22245053,23255012,17255007,36255005,25255006,24255005,13255007
8,23255016,21255019,30255002,26248037,26250049,8216013,30255008,20219007,11255008,15213012,24255005,11255008
8,6213006,15255002,11255008,28238015,23255027,255006,30227009,17255007,13255007,25255006,42255005,11255008
8,11255008,6255005,21228019,27217027,21198009,6255010,22234012,20255006,13255007,17255007,15255006,11255011
8,24255027,19220029,23255023,24239032,23255044,25225043,24255039,27255022,24242020,29255028,22224025,25255013
8,16234012,3255009,20255022,23235025,15227009,21204035,26244023,23235013,15232011,30255012,16234012,23240017
8,15230020,26230031,21255020,22237028,26226035,21255027,24255036,24236027,25242019,24246028,20255018,22244023
8,7230010,177255009,17255007,25255019,26225017,13164014,30191004,13255007,9255007,24255005,11255008,10255006
8,176227009,7230010,36255005,15255004,6255010,16242020,24255005,13255007,24255005,13255007,24255005,13255007
8,9255007,27248037,29248034,22255015,23255017,18244023,13230010,24255005,24255005,25255006,38255004,21255013
8,4255007,255011,9255007,25255018,255008,255004,26239016,28238015,13255007,13255007,24255005,18255013
8,16234012,6255010,22255011,22255029,11238015,3255011,25228019,177230010,19255008,23255004,24255005,21221015
8,6232011,6255010,6159008,10255003,5255013,255012,25255019,30227009,23255012,21255013,13255007,15255018
8,16234012,255010,17255007,21223024,177255009,18241018,26255017,20255009,20230010,26217020,23255004,24255024
8,13255007,23240017,37255032,22237029,14244024,21250048,23255023,21255021,26255015,21243022,20230010,19216013
8,255010,6213006,177255009,22184043,19231032,13235025,27249045,24235026,25255018,26255029,16216013,26255028
8,20219021,20255003,255012,24255058,24251058,255010,25239049,24247032,22245026,24230031,25255017,19255024
8,19239032,12255005,21248039,25243041,19247032,25208054,26249041,24255032,26255020,21246028,26239016,23255044
8,20202029,6255005,11255031,25255038,19255033,25182063,27255041,25247032,22244023,24235026,15255018,23121038
8,6255019,3255011,6255010,15255020,255010,5242019,22255029,16255026,5255012,11223016,8225017,15235026
8,3234012,255006,20255003,11238015,5242019,255016,17255027,15255020,5235013,16255026,2239016,12255022
8,5221015,219007,11255008,9255021,2225017,11243022,15222023,8239016,11227018,16224025,3255011,4240017
8,255012,255006,255004,16255025,5228019,255014,20246027,11255017,9255013,14242020,3255011,11188023
8,5234024,2239016,9244024,13255028,9241037,15249043,14255046,13233035,12255023,13240033,9255019,9242020
8,175255013,3255009,5255017,13255038,8255023,238015,17247030,17255047,8255020,14255027,5255017,10255022
8,15247031,179243021,177255009,11246028,17247031,8255023,18244045,13248035,9255032,13246027,5237014,12255033
8,178217020,255014,5221015,13241036,12217027,15240033,15242038,14221030,7255017,13245025,5255013,16255028
8,255010,255014,255017,11255008,16251060,255016,3217027,12242038,10242038,10240035,8255027,7255026
8,255010,22243041,223016,18255043,2255018,255010,13255047,8255031,1244023,9241036,3255023,13240033
8,1255023,11204010,30170003,255010,255012,255015,16255048,8246028,8247032,6239031,8237029,5246027
8,177255010,255012,255010,255013,255011,7240035,12249040,10255033,5246027,8246028,10240035,9255038
8,255014,3255011,11255008,255012,15209039,15255031,15222023,9242020,5237014,5255013,5255013,255014
8,255012,255012,3255011,11255021,235013,230020,14255027,5221015,3255012,5255018,4255016,5235025
8,255014,3255011,8255011,16255027,5255013,5244023,20255026,9238015,5255013,15235026,2255015,22186074
8,8243021,2221015,9227018,19247030,11255027,5255018,17247031,19224033,13245026,15233035,15247033,13245026
9,125020076,116050076,118143034,172210040,2111120,165064056,112064088,118034097,110060076,115058079,113060068,112054071
9,140035066,142059065,128224025,134213018,126255015,111050087,115038088,110061075,111067065,109070076,108057076,115052088
9,126016080,112137041,157237014,122255016,47093,165027093,110043107,111057103,112056101,109053102,111057090,116036106
9,125022069,110066070,124255007,126255019,157051065,150040045,111052099,113040103,110058079,109064084,112075075,116050072
9,113073105,122057063,114077079,111061084,113046088,112027206,112068094,111089080,112076074,112069092,113112089,115059078
9,129040064,109078069,119075071,118039105,162038088,124048074,107069104,112084076,112085075,109092080,111056096,113049083
9,116054071,116075058,110055175,103093153,115058075,116050072,114057107,114062098,108081079,110072092,109072074,115057081
9,113057071,116050087,110129105,111066089,111043078,120037082,118055084,113076077,111069074,113075085,115063073,111074069
9,113185120,113140042,116065086,110094111,122255017,139241018,111069103,112068094,112076074,114076084,116066077,116055079
9,124053067,131071061,112105156,114067106,157241018,124247031,112067099,112059095,111075068,113047086,114092069,122061071
9,104059082,122059061,114066081,111067114,125255019,120241036,123049109,113050092,115072064,111075092,116074069,112047081
9,124047076,114092078,114086071,120221030,122122088,123040070,115073098,112068083,112071079,115072082,111077066,128037076
9,133026069,109059073,113058070,170030177,122043096,130022069,112061109,109055097,112048080,116071061,113067080,113046088
9,116051075,116214025,108064068,110048112,116042091,120033078,116069074,112060106,113041080,111064068,111063081,110059091
9,120039079,117062094,108050086,118038127,116034106,116038095,116043119,111046112,113045090,112052108,112070091,107048100
9,116048074,120034075,35066120,111080128,115026059,156045057,111048107,109059091,116048075,109050082,110063073,116049078
9,116045091,112067084,116058097,111048107,126053077,131092047,111046112,109073094,111064080,107053091,105062082,107061079
9,120028082,120036099,114043083,128019110,142032087,115099085,106058097,113031132,108060097,111069100,107057080,113033092
9,108044099,124026077,125031106,98024119,125017088,2035110,106053106,106046121,116036098,106062091,112050077,138028091
9,111057089,140013059,110030077,106035109,120016082,150018098,111052112,125023068,109062087,109052083,113044070,108059074
9,107051080,118255040,114252163,168061075,122255013,132016078,109051104,107044110,108056078,108059074,103055074,110066070
9,109216065,173019109,144147033,122255016,119204050,94093247,110049126,108044098,104054090,106051095,105054095,116034112
9,118239032,1125090,163191028,122255015,15100,128026078,108062111,107066073,116026069,109052069,106077073,124021096
9,109108173,128027149,120231021,120234012,126166046,126116055,106051111,107062078,109047076,104064076,117055084,120037090
9,116044133,106061080,108047097,111042098,5016098,113063110,106061113,107070095,110071093,110065102,111053096,106055097
9,122075044,114018071,119255031,134234012,113061138,148204015,109055097,109080096,107063077,109066081,110063073,105051090
9,103045090,113052078,105061084,134243021,109162044,141022118,111047124,106068098,107063077,105066070,107069070,107058083
9,111096064,117255021,115099085,120255012,123112048,168036128,106064104,106058096,116044081,106068083,105057080,111036091
9,117110051,120255029,2106087,106246237,121125053,167092058,106054104,107055097,120044070,106065083,107065075,123029080
9,113055083,110120072,114231042,111056095,115020078,114044081,113058109,107086089,109065083,109081098,110086083,110072092
9,109061088,125056077,118094076,111068090,113050082,133017108,107063113,112073102,112070091,112066096,110076087,111059099
9,120255028,120233023,146032064,173044117,171051085,123035066,104067114,109087100,106065082,110073101,112075098,112070091
10,97153102,100166103,95136222,99130122,99163116,99156090,101174120,100177115,100170102,100168103,102166100,98169107
10,96148114,0,0,0,99252081,100230083,99252101,100249090,101252076,101255084,103248075,98255069
10,0,0,0,0,0,99202091,99255092,99255089,99252080,100255086,101255068,98248076
10,98250110,106246059,100243105,102250169,98236095,99242096,100248116,100251072,101255073,100252087,101248069,100255093
10,98225085,0,0,0,98224106,98094155,98243108,99235064,100249080,99229090,100247065,99249088
10,0,0,0,0,0,0,100193144,98247101,98252078,99252082,100255082,99214105
10,98216091,0,0,0,96090133,98185113,99237100,99247099,98255086,100255090,100255082,98239082
10,0,0,0,0,0,0,100255097,98253113,99255092,97252096,101252081,103249080
10,97246084,0,0,0,98217106,98171137,99255104,99255091,100255088,102246084,100252073,100249086
10,0,0,0,0,0,0,98251122,99253113,100246083,99255096,102252085,99255092
11,0,0,0,0,0,101122067,92127070,95120064,94123058,98121057,94172071,104153065
11,93134061,99101086,96134063,103184101,95038080,94118078,95129069,93132060,94127054,88088049,94130055,96142061
11,95077060,96101073,96155069,101131107,107056123,94124066,93130063,99140069,90102050,94115062,94143057,95134057
11,98132077,94153055,101058131,94098083,96115089,98097084,97115071,98096072,98144071,96147064,96142052,91127054
11,94094079,97063162,96112098,103056151,101108135,95148081,97143064,94140060,90109061,90107057,92125053,93090065
11,98132085,103158161,95137065,97137104,107017239,97153075,97122073,95135053,93130059,90130059,92112059,94132056
11,96122071,101074093,100136062,96141078,101129073,82031157,94125063,95139055,95130045,95116055,95142054,91093066
11,88064116,95128060,96126069,96124076,44054090,98108092,96126069,95132058,94130053,94114065,100136062,95104081
11,35027103,95131068,93124064,99146091,16039156,93126067,97144078,94136060,94134055,96125059,90116055,98147064
11,93031162,84011111,94136071,100124125,94090088,96118078,92109075,94117048,99188065,94142052,90125051,94130055
11,88054090,95041105,95128080,96113095,23015135,95074090,98112089,93113077,93110079,91062090,94099075,90077083
11,69029113,99110102,95111078,17025182,35031148,94126081,96127084,95124072,81062087,99167107,96118067,99106077
11,79022126,0,0,0,38012177,96127084,94112082,97126077,80059090,101143102,97126071,100113081
12,27201089,29206063,29136092,28175086,29163075,26163091,30175073,30178073,29220065,29171073,31177075,31202072
12,29167078,29221068,30206067,29126105,27156093,27191088,31151098,30163091,27250052,34179087,29205066,29197075
12,30189101,28213078,30176094,29143107,28160094,24129178,32132110,29188080,28171091,32162085,31172089,28147113
12,30186085,28133098,27170099,31133111,28163102,28165088,30144106,29156093,27172092,32150090,29205072,28185080
12,27141101,29175073,25160102,29132104,29161092,27168094,27139112,27196073,29179081,28130114,29139090,29171073
12,28143096,28111124,27133109,25128134,28154106,29154098,29139101,31155089,28148095,30145088,31175073,29178076
12,27133102,56037232,28180092,29133098,28113122,29085184,29152097,29148093,31133096,29138087,30169074,29155087
12,39206026,95250048,29169071,30109110,21163058,20216059,29130092,32134074,29181076,26169128,29167078,31137091
12,28147109,27183089,44239016,35219014,36232056,87151032,30130086,29138098,30170078,28172080,30185069,28156077
12,29161090,29205076,32173059,255004,29198036,31102105,31143084,31152087,28162093,29163089,31184068,27107095
12,29160094,27172086,35235025,90146007,87173053,27221083,32137093,29154081,29195064,28155089,31156072,24193098
12,26163086,28255024,89134059,26193090,25111138,13255023,29085111,29108118,28118082,32114087,28132081,36071090
12,28139086,27177075,95185062,74070102,25155082,27113095,29097105,29115091,33119086,28107088,31111078,27126083
12,95181093,42044133,26255020,95064076,65095059,25157115,30077112,29090110,28110104,27091112,27088099,26109098
12,32107093,29157083,29142090,28098115,28123095,54087047,28136092,29152084,29167078,28149087,28134093,26151086
12,29161079,25119139,29153085,29148093,36095116,55065086,28132095,31134095,28169077,30139090,29145079,27132081
12,30126091,29194075,28209072,37084112,47083080,28138072,33102108,29157081,27143093,29114094,28163069,26044138
12,28118099,32129075,28149087,28115104,29164092,47082050,28126103,29137091,28148088,31142079,27226053,26160078
12,27147087,29152082,28166086,29119124,27124146,30087103,26144092,31119094,30123079,32133075,29137084,28135089
12,29108097,31173078,30104118,26127137,29097231,28119075,31106106,31134080,27139077,29153075,27099111,29134082
12,29217074,33106116,29098133,39153045,48096053,32088153,29102110,29109094,31120085,28104118,32141092,29115104
12,29173081,26219070,27093115,95112050,16074093,24151101,29106099,28168070,28130090,31110097,32128100,29106108
13,242019,255004,177255009,178255016,179255020,179255020,179255020,242019,179255020,179255020,255018,179255020
13,255016,255005,0,255013,177255022,179255020,255025,179255020,1255022,1255021,255018,255014
13,255018,173255004,0,179245025,255024,242019,179255020,255024,242019,255017,179255020,179255020
13,177255020,255018,179255021,2242019,177255019,176255015,179255020,179243021,179255020,178255014,255014,255014
13,255018,5203094,179255020,255005,255015,255018,179255020,179255020,255024,255018,255018,255018
13,242019,0,0,0,255014,242019,1255022,177255021,255016,255016,255015,255018
13,255023,0,0,0,174255005,1248035,179255026,1255022,1255022,245025,179255020,255024
13,255027,0,0,0,0,179255026,255028,1255022,179255020,179255020,255024,255023
13,179255020,177255009,255003,165255002,255013,255034,179255020,179243021,179255020,177255022,179255020,1255022
13,0,0,0,0,0,0,179255020,255024,179255020,179255026,255018,179255021
13,0,0,0,0,0,0,255024,1255022,1255022,179255026,179255026,177255022
13,0,0,0,0,0,0,179255020,255024,255024,255034,1255021,255030
13,0,0,0,0,0,0,255024,1255022,179255026,255028,179255020,179255026
13,0,0,0,0,0,0,255024,255024,179255026,1255022,179255020,255028
13,0,0,0,0,0,0,3255034,255018,1255022,255018,255030,179255020
13,0,0,0,0,0,0,242019,242019,179255020,255018,179255020,179255020
13,0,0,0,0,0,0,1255022,1255022,179255026,255024,179255020,178255030
13,0,0,0,0,0,0,255024,179255021,1255022,255024,179255020,179255020
13,0,0,0,0,0,0,255024,255024,255024,1255023,179255020,1255022
13,0,0,0,0,0,0,255028,255024,179255020,1255022,1255022,255030
13,0,0,0,0,0,0,179255026,1255022,255024,179255020,179255020,255024
13,0,0,0,0,0,0,179255025,1255022,179255020,179255020,179255020,179255020
13,0,0,0,0,0,0,255024,1255022,179255020,1255021,179255020,255020
13,0,0,0,0,0,0,179255020,179255020,255024,179255020,179255026,255028
13,0,0,0,0,0,0,2249040,1255022,178255029,255024,255031,255024
13,0,0,0,0,0,0,6255047,255024,1255022,1255022,1255029,1255022
14,0,0,0,0,0,0,60255011,63255011,60235013,60255011,60255012,62255014
14,0,0,0,0,0,0,60255011,60235013,60235013,60255012,58255015,60255014
14,0,0,0,0,0,0,60255019,60255016,60235013,58255015,62255017,60255016
14,0,0,0,0,0,0,60255012,60255011,60255011,63255010,60255011,60255012
14,0,0,0,0,0,0,60255018,60255012,60255012,60255014,60255014,62238015
14,0,0,0,0,0,0,60255019,60235013,63255010,60235013,60235013,60219014
14,0,0,0,0,0,0,58255015,60234012,63255010,60255012,60235013,58255015
14,0,0,0,0,0,0,60235013,62255014,63255010,60255012,58255014,60235013
14,0,0,0,0,0,0,60255014,60255014,60255012,60235013,60255014,58255015
14,0,0,0,0,0,0,60255016,60235013,60235013,58255015,60219014,60255012
14,0,0,0,0,0,0,60255016,62255014,60255011,60235013,60255014,58255015
14,0,0,0,0,0,0,58255015,60235013,60235013,58255015,58255015,60255014
14,0,0,0,0,0,0,60255014,60255014,60255014,62255014,60235013,60235013
14,0,0,0,0,0,0,60235013,58255015,60255014,60235013,60235013,63255010
14,0,0,0,0,0,0,62255017,60255014,60235013,60235013,60235013,60255011
14,0,0,0,0,0,0,58255015,60235013,60255012,60235013,63255010,60235013
14,0,0,0,0,0,0,58255018,58255015,63232011,60255014,60255014,60255016
14,0,0,0,0,0,0,60255012,60235013,60255012,60255016,67255018,63235013
14,0,0,0,0,0,0,58255015,58255015,58242019,58255015,60255012,60255014
14,0,0,0,0,0,0,60255019,58255015,60255014,63255010,60235013,60235013
