0,1,2,3,4
7,125255044,122242057,120240068,120229069
7,120255039,125228066,123161109,120203083
7,120195081,120255077,118248070,119227081
7,120206078,120252075,119245080,119206098
7,122206068,121255056,120244070,119223087
7,119255043,120250055,120214080,118211082
7,120162096,121255046,118238074,118214081
7,122205066,122228057,119243066,120224074
7,120242060,121255057,119208086,118163122
7,123228057,120255074,120248068,120248069
7,120250053,121250047,120255054,121199095
7,121255048,125193131,120255062,120234072
7,124094081,126130051,116144071,115141130
7,124105080,129126073,117129071,120096101
7,126088099,123113086,118145072,125109096
7,119255032,121255027,118214075,118203084
7,121255034,119255032,119234062,118195085
7,124255030,120246054,118217074,118190090
7,120183081,121223063,118237072,118197088
7,119160089,119216065,118235077,120179097
7,119198071,123249045,117245073,118211082
8,18255013,30255002,25255006,23255012
8,26248037,23255016,15213012,30255008
8,28238015,6213006,25255006,30227009
8,27217027,11255008,17255007,22234012
8,24239032,24255027,29255028,24255039
8,23235025,16234012,30255012,26244023
8,22237028,15230020,24246028,24255036
8,25255019,7230010,24255005,30191004
8,15255004,176227009,13255007,24255005
8,22255015,9255007,25255006,13230010
8,25255018,4255007,13255007,26239016
8,22255029,16234012,23255004,25228019
8,10255003,6232011,21255013,25255019
8,21223024,16234012,26217020,26255017
8,22237029,13255007,21243022,23255023
8,22184043,255010,26255029,27249045
8,24255058,20219021,24230031,25239049
8,25243041,19239032,21246028,26249041
8,25255038,20202029,24235026,27255041
8,15255020,6255019,11223016,22255029
8,11238015,3234012,16255026,17255027
8,9255021,5221015,16224025,15222023
8,16255025,255012,14242020,20246027
8,13255028,5234024,13240033,14255046
8,13255038,175255013,14255027,17247030
8,11246028,15247031,13246027,18244045
8,13241036,178217020,13245025,15242038
8,11255008,255010,10240035,3217027
8,18255043,255010,9241036,13255047
8,255010,1255023,6239031,16255048
8,255013,177255010,8246028,12249040
8,255012,255014,5255013,15222023
8,11255021,255012,5255018,14255027
8,16255027,255014,15235026,20255026
8,19247030,8243021,15233035,17247031
9,172210040,125020076,115058079,112064088
9,134213018,140035066,109070076,115038088
9,122255016,126016080,109053102,110043107
9,126255019,125022069,109064084,111052099
9,111061084,113073105,112069092,112068094
9,118039105,129040064,109092080,107069104
9,103093153,116054071,110072092,114057107
9,111066089,113057071,113075085,118055084
9,110094111,113185120,114076084,111069103
9,114067106,124053067,113047086,112067099
9,111067114,104059082,111075092,123049109
9,120221030,124047076,115072082,115073098
9,170030177,133026069,116071061,112061109
9,110048112,116051075,111064068,116069074
9,118038127,120039079,112052108,116043119
9,111080128,116048074,109050082,111048107
9,111048107,116045091,107053091,111046112
9,128019110,120028082,111069100,106058097
9,98024119,108044099,106062091,106053106
9,106035109,111057089,109052083,111052112
9,168061075,107051080,108059074,109051104
9,122255016,109216065,106051095,110049126
9,122255015,118239032,109052069,108062111
9,120234012,109108173,104064076,106051111
9,111042098,116044133,110065102,106061113
9,134234012,122075044,109066081,109055097
9,134243021,103045090,105066070,111047124
9,120255012,111096064,106068083,106064104
9,106246237,117110051,106065083,106054104
9,111056095,113055083,109081098,113058109
9,111068090,109061088,112066096,107063113
9,173044117,120255028,110073101,104067114
10,99130122,97153102,100168103,101174120
10,0,96148114,101255084,99252101
10,0,0,100255086,99255092
10,102250169,98250110,100252087,100248116
10,0,98225085,99229090,98243108
10,0,0,99252082,100193144
10,0,98216091,100255090,99237100
10,0,0,97252096,100255097
10,0,97246084,102246084,99255104
10,0,0,99255096,98251122
11,0,0,98121057,92127070
11,103184101,93134061,88088049,95129069
11,101131107,95077060,94115062,93130063
11,94098083,98132077,96147064,97115071
11,103056151,94094079,90107057,97143064
11,97137104,98132085,90130059,97122073
11,96141078,96122071,95116055,94125063
11,96124076,88064116,94114065,96126069
11,99146091,35027103,96125059,97144078
11,100124125,93031162,94142052,92109075
11,96113095,88054090,91062090,98112089
11,17025182,69029113,99167107,96127084
11,0,79022126,101143102,94112082
12,28175086,27201089,29171073,30175073
12,29126105,29167078,34179087,31151098
12,29143107,30189101,32162085,32132110
12,31133111,30186085,32150090,30144106
12,29132104,27141101,28130114,27139112
12,25128134,28143096,30145088,29139101
12,29133098,27133102,29138087,29152097
12,30109110,39206026,26169128,29130092
12,35219014,28147109,28172080,30130086
12,255004,29161090,29163089,31143084
12,90146007,29160094,28155089,32137093
12,26193090,26163086,32114087,29085111
12,74070102,28139086,28107088,29097105
12,95064076,95181093,27091112,30077112
12,28098115,32107093,28149087,28136092
12,29148093,29161079,30139090,28132095
12,37084112,30126091,29114094,33102108
12,28115104,28118099,31142079,28126103
12,29119124,27147087,32133075,26144092
12,26127137,29108097,29153075,31106106
12,39153045,29217074,28104118,29102110
12,95112050,29173081,31110097,29106099
13,178255016,242019,179255020,179255020
13,255013,255016,1255021,255025
13,179245025,255018,255017,179255020
13,2242019,177255020,178255014,179255020
13,255005,255018,255018,179255020
13,0,242019,255016,1255022
13,0,255023,245025,179255026
13,0,255027,179255020,255028
13,165255002,179255020,177255022,179255020
13,0,0,179255026,179255020
13,0,0,179255026,255024
13,0,0,255034,179255020
13,0,0,255028,255024
13,0,0,1255022,255024
13,0,0,255018,3255034
13,0,0,255018,242019
13,0,0,255024,1255022
13,0,0,255024,255024
13,0,0,1255023,255024
13,0,0,1255022,255028
13,0,0,179255020,179255026
13,0,0,179255020,179255025
13,0,0,1255021,255024
13,0,0,179255020,179255020
13,0,0,255024,2249040
13,0,0,1255022,6255047
14,0,0,60255011,60255011
14,0,0,60255012,60255011
14,0,0,58255015,60255019
14,0,0,63255010,60255012
14,0,0,60255014,60255018
14,0,0,60235013,60255019
14,0,0,60255012,58255015
14,0,0,60255012,60235013
14,0,0,60235013,60255014
14,0,0,58255015,60255016
14,0,0,60235013,60255016
14,0,0,58255015,58255015
14,0,0,62255014,60255014
14,0,0,60235013,60235013
14,0,0,60235013,62255017
14,0,0,60235013,58255015
14,0,0,60255014,58255018
14,0,0,60255016,60255012
14,0,0,58255015,58255015
14,0,0,63255010,60255019
14,0,0,60255014,60255019
14,0,0,60255017,61255022
14,0,0,60255021,60255019
14,0,0,58255018,61255022
14,0,0,60255017,60255019
14,0,0,60255014,60255014
14,0,0,60255014,60255011
14,0,0,60235013,60255017
14,0,0,60255016,60255019
14,0,0,60255016,60255016
14,0,0,60255018,60242020
14,0,60255012,60255017,60242020
15,0,0,97097124,96081152
15,0,0,96095123,97082152
15,0,108246029,95086137,96072164
15,0,0,97098127,96079148
15,0,0,97079123,99084145
15,0,0,98103134,99083159
15,0,0,98098125,97077146
15,0,0,94077109,98091138
15,0,0,98097126,98090142
15,0,0,97096130,96080147
15,0,0,96093126,98089138
15,0,0,96078124,98080143
15,0,0,98082124,99092141
15,0,0,95083136,98086155
15,0,0,94048091,98072171
15,0,0,96091135,95081142
16,0,0,88096096,87081101
16,0,0,90089097,91120085
16,0,0,88091107,90101096
16,0,0,82089089,75062127
16,0,0,85091087,78088084
16,0,0,78063069,63060077
16,0,0,89102105,79078117
16,0,0,86101073,90100079
16,0,0,86099090,90123052
16,0,0,89093110,88089103
