0,1,2,3,4,5,6,7,8
15,0,0,0,0,97084,99101,97084,98087
15,0,0,0,0,96079,99089,98095,98096
15,0,0,0,0,98072,97084,97089,99084
15,0,0,0,0,99093,93068,96090,95078
15,0,0,0,0,97071,95084,96081,98077
15,0,0,0,0,100098,96083,98085,98095
15,0,0,0,87064,99096,98094,97081,97088
15,0,0,0,0,97062,98068,96090,97084
15,0,0,0,87052,97081,97089,96084,97096
15,0,0,0,0,98086,98095,94066,95083
16,0,0,0,0,84100,86102,87092,88081
16,0,0,0,0,85088,88091,85105,91098
16,0,0,0,0,88097,82088,86091,84093
16,0,0,0,0,79094,84117,78108,82113
16,0,0,0,0,73081,65056,81081,75068
16,0,0,0,0,80057,74079,71087,73076
16,0,0,0,0,69067,75082,79069,75080
16,0,0,0,0,92120,84117,89109,91109
16,0,0,0,0,85110,88138,88090,91121
16,0,0,0,0,88101,84071,88077,91090
