0,1,2,3,4,5,6,7,8
6,179255044,251065,255059,255046,255054,255060,255062,179255058
6,179255050,255060,255054,179255044,255061,255058,255057,255060
6,255045,179255050,255066,179255044,179255056,255048,255046,179255050
6,255050,179255058,255054,255045,255046,179255046,179255050,255054
6,255048,255060,179255059,179255042,1255052,179255044,255046,250047
6,179255050,179255050,255030,179255052,255061,255046,255055,255050
6,255062,255066,179255044,179255041,255062,255066,179255059,255064
6,1255059,255061,255014,255062,1255059,1255057,179255054,255062
6,255046,255058,250096,179255042,255054,255054,255048,255054
6,255075,255064,255096,179255056,255060,255055,178255055,250049
6,250049,255055,255075,179255044,179250051,255050,255046,179255044
7,117253140,121255044,120255044,119255052,120213079,120240069,121238061,119255049
7,120255026,123255027,126206134,120255026,119226079,119251062,120250053,119217074
7,120255062,137255049,127209095,121197136,119215083,119217074,119251064,120255038
7,120255030,120255058,122255016,119255036,118241075,120255057,120255057,119194075
7,120255054,120250055,120250095,121255044,118221090,119255071,120248070,120212084
7,120255098,122229059,120255074,120251063,120240069,120255064,120255068,121207080
7,120255070,121248075,122224065,120255056,118211086,120247067,120199087,121230072
7,119255049,121255042,120255024,120248039,118215082,120222069,118243066,118200083
7,121250051,121255050,120255034,120255036,118212083,120229069,119211076,118224074
7,123167168,120255044,128243042,120255074,118198089,119246059,119181083,121255060
7,120255094,120255036,122255053,120255026,118193099,119208086,119201089,118179104
7,134213110,120255094,121255057,120255049,120255056,120255054,120255056,121247067
7,120255059,120255068,121255083,121255042,120251063,120255052,120255056,121237070
7,120255062,119255047,122250048,123255049,120234072,119255049,120255052,120251061
7,129148050,122139068,127255031,132133067,125099098,117149072,122126079,122108087
7,130130047,121146054,134110065,117229079,119122094,121105097,121170060,120109084
7,138115100,124134076,132242019,125255017,122116081,118145081,120156059,123127070
7,141255021,121255042,120255030,120255028,118232076,118239064,120236067,118206078
7,150255031,120255036,120255034,120255036,118210079,118230062,119233069,119192081
7,120248039,120255044,122219043,120255028,116209083,119231065,119238059,121184090
7,122241056,117235063,122177062,120074208,118208087,118236068,119226071,119223072
7,119240052,120231042,125178070,140003253,118202087,119255059,119243064,119241056
7,120255034,118212065,115044255,122225051,119255049,119243064,120255056,119229070
8,15255002,15255002,255001,9255007,40255009,36255005,25255006,17255007
8,255004,165255002,13255012,13255012,25191008,17255007,24255005,25219007
8,15255002,24255005,16234024,6255005,17255007,17255007,13255007,23255012
8,165255002,173255008,9255007,255004,24255005,17255007,13255007,24182007
8,21255013,21232022,24235038,21244024,29255027,29255028,20230020,23240017
8,11210017,11255008,19233023,17255019,22255015,18241018,13230010,13255007
8,13255018,20255018,8255012,20255022,25255032,22244023,27255022,24255024
8,6232011,38255004,177230010,11255008,13255007,24213006,36255005,13255007
8,13255007,6213006,8216013,13177013,11255008,36255005,42255005,42255005
8,13255007,13255007,255010,11255008,42255005,24255005,42255005,13209011
8,6182014,16234012,15255002,177255009,22244023,17255007,11255008,25242019
8,13255007,17255007,255006,177255010,21232011,17255007,13255007,16234012
8,6255005,6255005,165255002,255004,30255023,22255011,13255007,20255018
8,30255002,24255005,177255011,26255015,23255004,22255011,30255011,24240034
8,15255002,6255005,2239016,255005,24235026,23227018,20230020,16200014
8,6255005,156255005,14255013,255010,22255026,24255024,25242019,24246028
8,14255011,255005,255007,3255009,24246029,26255020,20255018,24255033
8,6255010,255012,8225017,21255023,24248036,28236027,26244023,18220044
8,18206021,255014,16255026,20242019,26255034,22245026,24245025,24247033
8,3255011,17205036,17230031,12247031,12235025,5237014,12216026,15240033
8,6255005,3200014,255010,178255016,7255017,5255012,5255013,17238030
8,165170003,14174019,9255019,10234024,17255028,5219014,16224025,15255024
8,17232033,20191004,5200023,170255009,11255014,5255013,11238015,19255024
8,177255009,179255020,24255031,255016,18250050,8237028,14255026,16255042
8,185022,9255007,3255027,9255024,19250048,9255019,15227027,10245026
8,175255012,255012,178255016,13255025,14248037,10255022,5255017,19243064
8,3255009,3234012,5217027,255012,15233034,5228019,12255023,11255029
8,255011,242019,22255064,255010,16244046,8246027,11255037,7247033
8,255010,255010,3255009,255010,12248037,8221030,8255032,13248035
8,255016,255014,255014,178255016,10234036,11255034,2255026,14255036
8,255010,255008,255010,255016,11255041,4246029,8255033,9249041
8,3255009,255006,20255036,3255011,11255021,255014,5237014,9255019
8,255010,19224033,8243021,255014,19255021,5255017,5230020,5255018
8,255012,6255010,5221015,2255019,17255027,2201019,11255017,19160067
8,3255009,15255020,16255027,21237029,17248037,13255029,17247030,15240034
9,111049068,125255017,122215019,156028046,113051080,109070077,113062066,109073073
9,116046083,127255013,2205046,145023066,109056096,112070080,111067076,120021097
9,114017075,138255010,120255012,163033070,115047098,107048100,115046099,112035108
9,113076054,123255022,127217027,146031065,109071111,107063077,109069078,113043094
9,147040070,115065071,111059100,122046088,110048095,110088075,114099072,112071079
9,120046055,111074079,156017077,125045074,112076087,112083080,111065079,111055093
9,115065071,112073091,111076118,122052069,109058093,111070073,112077086,112079084
9,116066058,113057071,115057080,145029053,110070095,111071072,112081079,113057071
9,118071068,125051085,109169157,102249255,111076091,112075075,112081079,116061083
9,116066066,114074086,123048111,111213128,114062099,116052073,111066077,116049078
9,112064088,114087082,114200083,113165170,116067084,110059078,114076081,110053087
9,120045057,120255024,133223008,125048058,114078091,107067072,112075075,122048075
9,116053067,112087114,125033101,124030067,109053102,112050077,112066085,108045097
9,112059065,111058088,90006254,141027067,111050103,115059078,111064080,107062078
9,110057081,111051115,141016109,116040089,111045113,110049094,112064100,111047108
9,120042073,111056091,116052083,120040064,109057094,113057072,112071079,130029080
9,118059082,114076094,116048090,153037069,111058119,108054080,105069089,107055088
9,109081097,112066096,124022091,121167049,111054109,116040090,107060081,110047098
9,108053082,111024106,114014092,120005093,106049115,107044110,112069081,110053086
9,120031081,112066096,110048095,125018085,107065074,102073077,103058070,110059078
9,120246029,113149089,155075041,115022071,109055111,105068075,111047071,107061080
9,113130102,125242020,144085042,111182063,107047104,105055092,105048096,112046123
9,122044081,8109063,142062045,106043089,112052073,126018070,106058066,113047087
9,166049088,125163036,126105068,113142072,105061083,120029070,108052083,109051104
9,166027143,103074100,114113079,109167081,106056100,107055088,95028108,106058096
9,108102080,121255034,120255010,124255016,106060110,107065075,106073077,105053086
9,110057080,133170024,113110037,114067091,106064104,108056078,107067072,111067088
9,123255021,166036105,116187030,141105039,109055097,107076064,105055083,113031100
9,103157078,90121255,116183046,113255057,106058096,107062078,110055084,108046094
9,110062074,107071100,116029151,125037075,110060110,111078088,112081079,111055093
9,107076121,119247032,120028091,120030084,110062107,109059090,109093085,109056096
9,118228028,120255024,122255020,122255014,107072099,109080092,107097089,107076097
10,99137238,114152087,111147083,98145111,100175109,100174114,101159090,99169107
10,101252074,99242099,96162126,99255091,100249082,102245077,100255078,100255067
10,113255046,98255082,98220095,100224065,99250096,100255080,101252077,100241088
10,99255068,100252081,96113190,98222086,99255068,101255074,101255073,102255077
10,99230081,100226106,99249081,98234084,99252075,99255073,99255073,100255097
10,99245073,255,255,255,98223103,255,255,255
10,99227083,97242077,99213110,99223089,98217121,98252092,100252089,99224099
10,100255085,93140244,98232113,98230103,98248114,100249091,100255079,100255094
10,98248078,99255102,98215114,97246089,99253109,100252090,103255055,100255086
10,98255085,99225144,98210126,98213085,97238121,99255087,100255075,98233115
11,97130063,86098065,96101073,99106082,95139055,93144055,97222101,95090065
11,97136060,98135087,100091109,99154063,94136062,96111060,95143082,97136060
11,98157070,97141058,99140073,97141065,94134063,94110065,101117061,95110051
11,98150073,98123081,98098107,91104071,93115069,93116086,91135051,89119043
11,91051145,99037200,97054117,86042133,94143057,87086059,92133050,96111060
11,98122065,96149065,96101073,102194083,96128074,94121061,94102060,93115069
11,103183089,101156080,101149089,97126073,102191068,92111060,95142054,99131078
11,96098099,92131070,102134101,97115071,94123058,97141065,94137067,87113043
11,96105063,97124074,98102120,94126067,99164059,94128048,94123058,97135068
11,98136073,95115089,99164104,96048204,91116046,90150051,88080051,94141058
11,98120085,96110086,96107110,94109089,98120085,89101081,99081076,92106077
11,85036084,89092117,97058109,77041125,96155082,89099067,99144071,96131082
11,38011252,98111094,91060115,100095097,97105078,87059082,89084061,96114076
12,33119075,30206062,28159098,27175102,29155087,29191068,32200070,29175080
12,36101093,29181069,28125122,23073233,30159096,29240052,29188072,30215064
12,28166089,27151108,30107119,23102239,29154101,30156085,32161084,28139110
12,30201076,30172089,33161095,30168094,29190071,31161092,28172101,29137108
12,57048100,30146094,28147109,27136116,30147104,29150090,29139090,28157091
12,31170087,32155087,29140100,26143102,30156085,29136094,28158102,28174079
12,28183088,32171085,27141105,29139092,30141094,31145088,29153085,27178083
12,75117074,29143091,27191052,24213006,29140091,29186067,29164076,32136094
12,26169089,45068098,30170003,90212036,29141085,29163080,30182070,28126097
12,29173078,28255017,1,51108066,31150097,28178086,29178070,31147085
12,31188068,165170003,70107076,32141096,30140091,29165085,29156077,28166083
12,32162063,25137084,28177105,27165094,32093101,30114076,30103084,28106091
12,28163075,72053105,36255005,28125100,28131074,27125086,29099080,30088104
12,99198094,79156018,22119079,71050081,34081104,29109101,27099100,31075116
12,28161076,29151086,29140093,27148100,29159072,29149084,28142079,27132091
12,40067088,29162071,28127092,28125090,30134095,29163078,29131084,28129091
12,29171073,30103124,52088078,33094057,29138102,28129091,29146082,26058127
12,28174082,29141092,27153107,37092064,29145079,28147083,28154076,28146077
12,30168076,31164076,25164132,21105192,29130092,31120085,29132079,29127094
12,30177075,32105121,25122152,30040153,31112091,28144078,29115091,29140089
12,31205071,28155079,24113129,24163119,32112089,28147083,28125090,32105109
12,28190078,32086110,74094060,31144087,29112098,27102112,30159061,29113097
13,8185142,255024,6151169,178255029,255024,1255022,179255020,255024
13,255004,255004,179255020,255024,179255020,255018,179255020,179255020
13,179255020,255026,1255032,255016,242019,255016,179255020,255018
13,255020,255010,173255004,255009,179255020,255018,255018,178255016
13,255018,255012,173255004,255018,255018,242019,242019,242019
13,177255022,255020,1255022,242019,179255020,255014,255015,255018
13,255024,255023,255008,230040,255024,255024,255024,255024
13,179246027,255005,255010,255020,1255022,255024,179255020,1255021
13,255006,255004,1,179255020,179255020,179255020,179255020,255024
13,177255022,255024,2232045,1255022,1255022,179255020,179255020,179255020
13,179255020,247031,179248039,255039,255020,1255021,176255025,179255020
13,5250047,255030,255020,11165162,255024,255024,1255022,255030
13,179255020,255024,179243022,7157109,255024,255024,255028,255024
13,1255033,10248078,6246081,249041,1255022,1255029,179255020,255028
13,255017,178255029,10169139,255014,179255020,179255020,255029,179255020
13,1255021,179247030,10233116,255025,179255020,179255020,179255020,1255022
13,255036,8152143,177255019,179255020,179255020,255030,1255022,255024
13,255027,8149147,2255018,255016,179255020,1255022,179255020,179255020
13,3250053,242019,2255033,8252100,255024,242019,179255020,255024
13,240017,6172080,3255036,178255030,255024,255024,1255021,247031
13,3255009,3248035,5244046,255018,1255022,1255021,255018,6235051
13,255028,178255027,4193049,255012,245025,179255020,242019,179255020
13,8140137,179255020,255008,179255020,179255026,179255020,179255020,1255022
13,255045,2234036,12193174,179255031,255030,1255022,245025,255028
13,255024,255018,255026,179255028,1255022,179255020,179246027,255029
13,1255022,255014,9218069,255035,255024,1255022,255024,255037
14,60235013,70255006,63255010,60255018,60255011,60255012,60255012,60255014
14,61247031,60255016,60255012,60255016,63255010,60255012,60235013,60235013
14,56255007,60242020,60255012,63235013,60255016,60255012,60255016,58255015
14,63255010,62255013,60255014,60255011,60255011,60255011,60255012,60255011
14,75255002,50255003,60255004,65255006,60255014,60255013,60235013,60255012
14,60255002,60255004,63242019,65255012,60255016,60255011,65255012,60219014
14,62255014,66255005,60255004,50255003,60255011,63255010,60255012,60255011
14,60235013,55219007,60213006,30255001,60235013,63255010,60255014,62255015
14,60255016,60255016,60255016,60219014,60255011,60235013,58255015,58255015
14,60255005,62255017,62255013,60255007,60255016,60235013,60255014,58255015
14,60255014,60255017,60170003,60255014,62238015,60255012,62255014,60255016
14,60255016,60235013,60255016,58255015,60255012,60255012,58255015,60255016
14,105128004,56255008,60255011,60255002,60235013,58255015,60255014,60255014
14,75255002,56255008,50255003,60255004,60255014,60235013,60255014,60255011
14,1,60198009,66255005,60255007,60255014,60235013,60255014,60255012
14,60255010,63255010,1,60255016,60255014,60235013,65255012,60255011
14,60255016,120170003,60255004,60255007,62255017,60255011,60255016,60255017
14,62255016,65255006,65255012,71255055,60235013,65255018,70231032,60255014
14,60255002,63255009,60255016,60255011,58255018,56255016,60255012,60255016
14,83255004,60255019,60255019,65255020,58255015,58255015,60235013,60235013
14,60255016,60255019,61255023,70255006,60255016,60255009,60255014,62255017
14,60255018,60255019,60245025,59217053,60255019,60255019,60255019,59255020
14,58255015,56255008,60242020,60255019,60242020,60255016,58255018,60255019
14,59255020,60255024,59255020,60255021,59255020,60255019,60255019,60255019
14,62255014,59255020,60255019,60255019,60255019,58255015,60255016,60255019
14,60255020,60255014,60255014,61255022,60255009,60235013,60235013,60255014
14,60255016,60219014,60255017,60255019,58255015,60255014,60235013,60255014
14,58255015,58255015,64255027,58255018,58255015,60255014,62255014,60255017
14,60255016,59255020,61255021,62255017,60255019,62238015,60255019,60255019
14,60255019,63235013,63255018,60242020,62255018,62255017,58255018,58255015
14,60255016,62255017,60255045,60255024,60255019,60255019,60255016,60255017
14,63255009,60255019,61235063,58255015,59255020,60255016,60235013,60255019
15,102244048,103215058,87052107,90056082,97075150,97102122,94063133,96078150
15,102250052,89049134,91043124,87056100,98092141,98075132,95092127,96079148
15,106255044,100170075,111246086,111249046,98079154,98078140,98075146,98081145
15,96141076,103217053,91065083,90069081,97080150,100127094,97087129,95083136
15,104255040,117255030,92069107,92060111,97076141,96086122,99119114,101106140
15,96093195,99138098,105068090,102059228,95081142,95089129,97076148,96069156
15,94092089,98069114,96060123,87041117,96084127,98100128,98084130,99118112
15,94083102,95082125,87055093,90039078,99095140,98088116,98093118,99094130
15,106255037,114240035,106189050,100148043,99073139,98086128,98080128,98082134
15,80030178,103107178,95052112,83048112,96075159,97081138,99095142,97074151
15,108247033,93084094,115255018,108243043,96081145,100103124,96089121,98076137
15,98171058,112255026,115255024,113240017,99093142,96083129,98088125,98092127
15,95131068,102165068,91052103,84057085,98079149,99100133,96083129,97084134
15,95116088,86091070,114246028,83053101,96074144,96087123,95084136,96084152
15,106248039,101197053,91073094,89063081,98088157,96090130,95083138,97092144
15,102250052,92071115,87053097,107250051,97085147,98088134,96086128,95093142
16,94146068,89114087,109255162,111248036,87102090,85091090,82075098,88096093
16,87098086,90154068,104244047,73062111,85084097,89090091,84100094,89104083
16,91093121,95105141,90081123,88089100,87107098,84086095,90094100,87088084
16,84076118,85093099,69070077,80075102,69076070,78079081,85108073,74086074
16,80080099,75078072,86091104,79069100,74087094,83090088,74075095,81092078
16,82109084,83036112,78061109,72083092,78068090,79087073,74095105,72074090
16,72078091,67039137,72057099,69066081,70072085,75079084,73071118,73078102
16,88083114,95105100,98122134,100153110,85127062,84139057,88126065,89129071
16,85103074,84092075,81076081,92113077,85115071,85134059,86093096,90115073
16,91070120,84089117,72050102,91092097,82086089,83063141,90075122,89097076
