0,1,2,3,4,5,6,7,8,9,10,11,12
5,0,0,0,0,0,0,255,255,255,255,179255,255
5,0,0,0,0,0,255,255,252,252,255,255,252
5,0,0,0,0,0,0,255,255,255,255,252,255
5,0,0,0,0,0,0,179255,255,255,255,252,255
5,0,0,0,0,0,0,255,255,255,255,252,255
5,0,0,0,0,0,2251,1253,2255,255,255,255,1255
5,0,0,0,0,0,0,255,252,255,255,252,179255
5,0,0,0,0,0,0,255,255,255,255,255,255
5,0,0,0,0,0,0,252,255,252,255,179255,255
5,0,0,0,0,0,0,1255,255,253,255,4252,255
5,0,0,0,0,0,0,255,1253,253,255,255,255
5,0,0,0,0,0,0,255,255,255,255,255,255
5,0,0,0,0,0,0,255,255,255,255,255,252
5,0,0,0,0,0,0,1253,3255,255,250,252,255
5,0,0,0,0,0,0,255,255,255,255,252,255
5,0,0,0,0,0,4251,1255,3251,253,253,253,1255
5,0,0,0,0,0,0,1255,2253,255,243,255,255
5,0,0,0,0,0,0,3253,255,255,255,255,255
5,0,0,0,0,0,0,4251,252,255,255,252,1255
5,0,0,0,0,0,0,255,255,255,255,255,179255
5,0,0,0,0,0,0,253,255,255,255,255,255
5,0,0,0,0,0,0,255,255,255,255,255,255
5,0,0,0,0,0,0,252,252,252,255,255,179252
5,0,0,0,0,0,0,4252,255,179255,255,255,255
6,179255,255,255,255,255,255,255,255,255,255,255,255
6,255,255,179255,1255,179255,255,255,255,179251,255,255,255
6,255,255,1255,178255,250,179255,179252,255,255,255,255,255
6,255,255,177243,255,255,255,255,255,255,251,252,255
6,250,1255,255,177255,255,179255,255,255,255,252,2246,255
6,255,255,1250,179255,179255,179255,255,255,251,255,255,255
6,255,179255,255,179255,255,179255,255,255,255,255,255,1255
6,1255,255,255,1252,179255,255,255,255,255,255,255,255
6,179251,179255,255,255,248,255,255,255,252,252,255,255
6,179255,179255,255,255,255,179255,255,255,255,255,255,179255
6,255,179255,1255,179255,255,255,255,255,255,255,255,251
6,255,1255,255,255,255,179255,253,255,252,179255,255,255
6,250,255,179255,255,255,255,255,255,255,255,252,255
6,1255,179255,250,255,179255,255,179255,179255,255,255,1255,255
6,179255,1255,255,255,1255,179255,179255,179255,179250,179255,179255,179255
6,255,255,179255,255,255,1255,255,179255,179250,255,179255,179255
6,255,179255,179255,179255,179255,179255,179255,179255,179255,1255,250,243
6,179255,179255,252,255,179255,255,255,255,1255,255,179255,255
6,1255,1255,255,255,255,255,255,179255,250,255,255,179255
6,179255,179255,179255,255,255,255,255,255,255,255,255,255
6,255,0,0,0,250,179249,179255,255,255,255,179255,1255
6,179255,0,0,0,255,179255,255,179255,179255,255,255,255
6,1255,0,0,0,1255,255,255,179255,255,255,255,255
6,255,250,255,255,250,249,179255,255,255,251,1255,255
6,255,255,0,255,1255,240,255,255,255,179251,1255,179255
6,255,0,0,0,255,255,255,255,255,255,255,179255
6,1255,255,179255,255,179255,179255,179255,255,255,255,179249,255
6,251,179255,252,179252,255,255,255,255,255,255,255,179255
6,255,251,179255,255,255,255,255,179255,255,255,179255,179255
7,124219,121255,121255,119255,120255,119255,119220,118244,120255,121247,120255,120239
7,121255,122255,124241,125255,121255,119252,120213,118238,120237,118236,120255,120255
7,122242,122255,118227,125255,120255,122255,120229,117230,120255,120240,120255,122230
7,125228,120255,125255,120255,120252,122250,120203,121232,120255,123161,120255,120250
7,120255,120252,121236,120195,122233,119255,119227,120251,120255,118248,120255,119236
7,120252,123250,120255,120206,121240,120255,119206,120201,120255,119245,120251,121179
7,121255,120255,133255,122206,125224,125235,119223,118238,120234,120244,119245,119221
7,120250,119255,122238,119255,123255,121251,118211,119203,118217,120214,119233,119243
7,121255,120255,121239,120162,122198,120248,118214,118220,119251,118238,119230,118222
7,122228,119255,122245,122205,122241,125255,120224,118241,119255,119243,120255,119251
7,121255,120255,121255,120242,122176,121202,118163,118177,119210,119208,118208,120203
7,120255,120248,121255,123228,125249,119255,120248,120255,120251,120248,120255,119247
7,121250,123249,120255,120250,120248,123255,121199,121222,120255,120255,120255,120255
7,125193,121255,120255,121255,121255,119247,120234,119241,120255,120255,120255,120255
7,126130,131132,117145,124094,130112,121255,115141,122107,124129,116144,124126,120119
7,129126,126119,120131,124105,125097,128244,120096,120112,116131,117129,121122,123127
7,123113,125154,125138,126088,121113,123144,125109,119147,123107,118145,119155,123142
7,121255,120255,120255,119255,119255,120255,118203,118221,119228,118214,120231,120227
7,119255,128247,120249,121255,120255,120255,118195,118205,120221,119234,119234,119234
7,120246,174206,123255,124255,119255,119255,118190,120203,119224,118217,119255,121196
7,121223,121234,120213,120183,120161,123210,118197,118206,117241,118237,120247,119250
7,119216,120241,122205,119160,122190,117104,120179,120205,119220,118235,118243,121255
7,123249,120255,120255,119198,118094,124249,118211,119226,119255,117245,119255,120214
8,30255,30255,18213,18255,23255,22245,23255,17255,36255,25255,24255,13255
8,23255,21255,30255,26248,26250,8216,30255,20219,11255,15213,24255,11255
8,6213,15255,11255,28238,23255,255,30227,17255,13255,25255,42255,11255
8,11255,6255,21228,27217,21198,6255,22234,20255,13255,17255,15255,11255
8,24255,19220,23255,24239,23255,25225,24255,27255,24242,29255,22224,25255
8,16234,3255,20255,23235,15227,21204,26244,23235,15232,30255,16234,23240
8,15230,26230,21255,22237,26226,21255,24255,24236,25242,24246,20255,22244
8,7230,177255,17255,25255,26225,13164,30191,13255,9255,24255,11255,10255
8,176227,7230,36255,15255,6255,16242,24255,13255,24255,13255,24255,13255
8,9255,27248,29248,22255,23255,18244,13230,24255,24255,25255,38255,21255
8,4255,255,9255,25255,255,255,26239,28238,13255,13255,24255,18255
8,16234,6255,22255,22255,11238,3255,25228,177230,19255,23255,24255,21221
8,6232,6255,6159,10255,5255,255,25255,30227,23255,21255,13255,15255
8,16234,255,17255,21223,177255,18241,26255,20255,20230,26217,23255,24255
8,13255,23240,37255,22237,14244,21250,23255,21255,26255,21243,20230,19216
8,255,6213,177255,22184,19231,13235,27249,24235,25255,26255,16216,26255
8,20219,20255,255,24255,24251,255,25239,24247,22245,24230,25255,19255
8,19239,12255,21248,25243,19247,25208,26249,24255,26255,21246,26239,23255
8,20202,6255,11255,25255,19255,25182,27255,25247,22244,24235,15255,23121
8,6255,3255,6255,15255,255,5242,22255,16255,5255,11223,8225,15235
8,3234,255,20255,11238,5242,255,17255,15255,5235,16255,2239,12255
8,5221,219,11255,9255,2225,11243,15222,8239,11227,16224,3255,4240
8,255,255,255,16255,5228,255,20246,11255,9255,14242,3255,11188
8,5234,2239,9244,13255,9241,15249,14255,13233,12255,13240,9255,9242
8,175255,3255,5255,13255,8255,238,17247,17255,8255,14255,5255,10255
8,15247,179243,177255,11246,17247,8255,18244,13248,9255,13246,5237,12255
8,178217,255,5221,13241,12217,15240,15242,14221,7255,13245,5255,16255
8,255,255,255,11255,16251,255,3217,12242,10242,10240,8255,7255
8,255,22243,223,18255,2255,255,13255,8255,1244,9241,3255,13240
8,1255,11204,30170,255,255,255,16255,8246,8247,6239,8237,5246
8,177255,255,255,255,255,7240,12249,10255,5246,8246,10240,9255
8,255,3255,11255,255,15209,15255,15222,9242,5237,5255,5255,255
8,255,255,3255,11255,235,230,14255,5221,3255,5255,4255,5235
8,255,3255,8255,16255,5255,5244,20255,9238,5255,15235,2255,22186
8,8243,2221,9227,19247,11255,5255,17247,19224,13245,15233,15247,13245
9,125020,116050,118143,172210,2111,165064,112064,118034,110060,115058,113060,112054
9,140035,142059,128224,134213,126255,111050,115038,110061,111067,109070,108057,115052
9,126016,112137,157237,122255,47,165027,110043,111057,112056,109053,111057,116036
9,125022,110066,124255,126255,157051,150040,111052,113040,110058,109064,112075,116050
9,113073,122057,114077,111061,113046,112027,112068,111089,112076,112069,113112,115059
9,129040,109078,119075,118039,162038,124048,107069,112084,112085,109092,111056,113049
9,116054,116075,110055,103093,115058,116050,114057,114062,108081,110072,109072,115057
9,113057,116050,110129,111066,111043,120037,118055,113076,111069,113075,115063,111074
9,113185,113140,116065,110094,122255,139241,111069,112068,112076,114076,116066,116055
9,124053,131071,112105,114067,157241,124247,112067,112059,111075,113047,114092,122061
9,104059,122059,114066,111067,125255,120241,123049,113050,115072,111075,116074,112047
9,124047,114092,114086,120221,122122,123040,115073,112068,112071,115072,111077,128037
9,133026,109059,113058,170030,122043,130022,112061,109055,112048,116071,113067,113046
9,116051,116214,108064,110048,116042,120033,116069,112060,113041,111064,111063,110059
9,120039,117062,108050,118038,116034,116038,116043,111046,113045,112052,112070,107048
9,116048,120034,35066,111080,115026,156045,111048,109059,116048,109050,110063,116049
9,116045,112067,116058,111048,126053,131092,111046,109073,111064,107053,105062,107061
9,120028,120036,114043,128019,142032,115099,106058,113031,108060,111069,107057,113033
9,108044,124026,125031,98024,125017,2035,106053,106046,116036,106062,112050,138028
9,111057,140013,110030,106035,120016,150018,111052,125023,109062,109052,113044,108059
9,107051,118255,114252,168061,122255,132016,109051,107044,108056,108059,103055,110066
9,109216,173019,144147,122255,119204,94093,110049,108044,104054,106051,105054,116034
9,118239,1125,163191,122255,15,128026,108062,107066,116026,109052,106077,124021
9,109108,128027,120231,120234,126166,126116,106051,107062,109047,104064,117055,120037
9,116044,106061,108047,111042,5016,113063,106061,107070,110071,110065,111053,106055
9,122075,114018,119255,134234,113061,148204,109055,109080,107063,109066,110063,105051
9,103045,113052,105061,134243,109162,141022,111047,106068,107063,105066,107069,107058
9,111096,117255,115099,120255,123112,168036,106064,106058,116044,106068,105057,111036
9,117110,120255,2106,106246,121125,167092,106054,107055,120044,106065,107065,123029
9,113055,110120,114231,111056,115020,114044,113058,107086,109065,109081,110086,110072
9,109061,125056,118094,111068,113050,133017,107063,112073,112070,112066,110076,111059
9,120255,120233,146032,173044,171051,123035,104067,109087,106065,110073,112075,112070
10,97153,100166,95136,99130,99163,99156,101174,100177,100170,100168,102166,98169
10,96148,0,0,0,99252,100230,99252,100249,101252,101255,103248,98255
10,0,0,0,0,0,99202,99255,99255,99252,100255,101255,98248
10,98250,106246,100243,102250,98236,99242,100248,100251,101255,100252,101248,100255
10,98225,0,0,0,98224,98094,98243,99235,100249,99229,100247,99249
10,0,0,0,0,0,0,100193,98247,98252,99252,100255,99214
10,98216,0,0,0,96090,98185,99237,99247,98255,100255,100255,98239
10,0,0,0,0,0,0,100255,98253,99255,97252,101252,103249
10,97246,0,0,0,98217,98171,99255,99255,100255,102246,100252,100249
10,0,0,0,0,0,0,98251,99253,100246,99255,102252,99255
11,0,0,0,0,0,101122,92127,95120,94123,98121,94172,104153
11,93134,99101,96134,103184,95038,94118,95129,93132,94127,88088,94130,96142
11,95077,96101,96155,101131,107056,94124,93130,99140,90102,94115,94143,95134
11,98132,94153,101058,94098,96115,98097,97115,98096,98144,96147,96142,91127
11,94094,97063,96112,103056,101108,95148,97143,94140,90109,90107,92125,93090
11,98132,103158,95137,97137,107017,97153,97122,95135,93130,90130,92112,94132
11,96122,101074,100136,96141,101129,82031,94125,95139,95130,95116,95142,91093
11,88064,95128,96126,96124,44054,98108,96126,95132,94130,94114,100136,95104
11,35027,95131,93124,99146,16039,93126,97144,94136,94134,96125,90116,98147
11,93031,84011,94136,100124,94090,96118,92109,94117,99188,94142,90125,94130
11,88054,95041,95128,96113,23015,95074,98112,93113,93110,91062,94099,90077
11,69029,99110,95111,17025,35031,94126,96127,95124,81062,99167,96118,99106
11,79022,0,0,0,38012,96127,94112,97126,80059,101143,97126,100113
12,27201,29206,29136,28175,29163,26163,30175,30178,29220,29171,31177,31202
12,29167,29221,30206,29126,27156,27191,31151,30163,27250,34179,29205,29197
12,30189,28213,30176,29143,28160,24129,32132,29188,28171,32162,31172,28147
12,30186,28133,27170,31133,28163,28165,30144,29156,27172,32150,29205,28185
12,27141,29175,25160,29132,29161,27168,27139,27196,29179,28130,29139,29171
12,28143,28111,27133,25128,28154,29154,29139,31155,28148,30145,31175,29178
12,27133,56037,28180,29133,28113,29085,29152,29148,31133,29138,30169,29155
12,39206,95250,29169,30109,21163,20216,29130,32134,29181,26169,29167,31137
12,28147,27183,44239,35219,36232,87151,30130,29138,30170,28172,30185,28156
12,29161,29205,32173,255,29198,31102,31143,31152,28162,29163,31184,27107
12,29160,27172,35235,90146,87173,27221,32137,29154,29195,28155,31156,24193
12,26163,28255,89134,26193,25111,13255,29085,29108,28118,32114,28132,36071
12,28139,27177,95185,74070,25155,27113,29097,29115,33119,28107,31111,27126
12,95181,42044,26255,95064,65095,25157,30077,29090,28110,27091,27088,26109
12,32107,29157,29142,28098,28123,54087,28136,29152,29167,28149,28134,26151
12,29161,25119,29153,29148,36095,55065,28132,31134,28169,30139,29145,27132
12,30126,29194,28209,37084,47083,28138,33102,29157,27143,29114,28163,26044
12,28118,32129,28149,28115,29164,47082,28126,29137,28148,31142,27226,26160
12,27147,29152,28166,29119,27124,30087,26144,31119,30123,32133,29137,28135
12,29108,31173,30104,26127,29097,28119,31106,31134,27139,29153,27099,29134
12,29217,33106,29098,39153,48096,32088,29102,29109,31120,28104,32141,29115
12,29173,26219,27093,95112,16074,24151,29106,28168,28130,31110,32128,29106
13,242,255,177255,178255,179255,179255,179255,242,179255,179255,255,179255
13,255,255,0,255,177255,179255,255,179255,1255,1255,255,255
13,255,173255,0,179245,255,242,179255,255,242,255,179255,179255
13,177255,255,179255,2242,177255,176255,179255,179243,179255,178255,255,255
13,255,5203,179255,255,255,255,179255,179255,255,255,255,255
13,242,0,0,0,255,242,1255,177255,255,255,255,255
13,255,0,0,0,174255,1248,179255,1255,1255,245,179255,255
13,255,0,0,0,0,179255,255,1255,179255,179255,255,255
13,179255,177255,255,165255,255,255,179255,179243,179255,177255,179255,1255
13,0,0,0,0,0,0,179255,255,179255,179255,255,179255
13,0,0,0,0,0,0,255,1255,1255,179255,179255,177255
13,0,0,0,0,0,0,179255,255,255,255,1255,255
13,0,0,0,0,0,0,255,1255,179255,255,179255,179255
13,0,0,0,0,0,0,255,255,179255,1255,179255,255
13,0,0,0,0,0,0,3255,255,1255,255,255,179255
13,0,0,0,0,0,0,242,242,179255,255,179255,179255
13,0,0,0,0,0,0,1255,1255,179255,255,179255,178255
13,0,0,0,0,0,0,255,179255,1255,255,179255,179255
13,0,0,0,0,0,0,255,255,255,1255,179255,1255
13,0,0,0,0,0,0,255,255,179255,1255,1255,255
13,0,0,0,0,0,0,179255,1255,255,179255,179255,255
13,0,0,0,0,0,0,179255,1255,179255,179255,179255,179255
13,0,0,0,0,0,0,255,1255,179255,1255,179255,255
13,0,0,0,0,0,0,179255,179255,255,179255,179255,255
13,0,0,0,0,0,0,2249,1255,178255,255,255,255
13,0,0,0,0,0,0,6255,255,1255,1255,1255,1255
14,0,0,0,0,0,0,60255,63255,60235,60255,60255,62255
14,0,0,0,0,0,0,60255,60235,60235,60255,58255,60255
14,0,0,0,0,0,0,60255,60255,60235,58255,62255,60255
14,0,0,0,0,0,0,60255,60255,60255,63255,60255,60255
14,0,0,0,0,0,0,60255,60255,60255,60255,60255,62238
14,0,0,0,0,0,0,60255,60235,63255,60235,60235,60219
14,0,0,0,0,0,0,58255,60234,63255,60255,60235,58255
14,0,0,0,0,0,0,60235,62255,63255,60255,58255,60235
14,0,0,0,0,0,0,60255,60255,60255,60235,60255,58255
14,0,0,0,0,0,0,60255,60235,60235,58255,60219,60255
14,0,0,0,0,0,0,60255,62255,60255,60235,60255,58255
14,0,0,0,0,0,0,58255,60235,60235,58255,58255,60255
14,0,0,0,0,0,0,60255,60255,60255,62255,60235,60235
14,0,0,0,0,0,0,60235,58255,60255,60235,60235,63255
14,0,0,0,0,0,0,62255,60255,60235,60235,60235,60255
14,0,0,0,0,0,0,58255,60235,60255,60235,63255,60235
14,0,0,0,0,0,0,58255,58255,63232,60255,60255,60255
14,0,0,0,0,0,0,60255,60235,60255,60255,67255,63235
14,0,0,0,0,0,0,58255,58255,58242,58255,60255,60255
14,0,0,0,0,0,0,60255,58255,60255,63255,60235,60235
14,0,0,0,0,0,0,60255,60255,62255,60255,60255,62255
14,0,0,0,0,0,60255,61255,60255,58255,60255,60255,60255
14,0,0,0,0,0,60242,60255,60255,60255,60255,60255,59255
14,0,0,0,0,0,0,61255,60255,60255,58255,60255,62238
14,0,0,0,0,0,60255,60255,60255,60255,60255,60255,60255
14,0,0,0,0,0,0,60255,60255,60235,60255,60255,60235
14,0,0,0,0,0,0,60255,58255,58255,60255,60235,58255
14,0,0,0,0,0,0,60255,58255,58255,60235,62255,58255
14,0,0,0,0,0,0,60255,60255,62255,60255,60255,60255
14,0,0,0,0,0,61248,60255,58255,60255,60255,60255,58255
14,0,0,0,0,0,0,60242,60255,60255,60255,60255,62255
14,60255,0,0,0,61255,58255,60242,62241,60255,60255,60255,60255
15,0,0,0,0,0,0,96081,95073,98093,97097,98076,96083
15,0,0,0,0,0,0,97082,96082,96080,96095,98088,96086
15,108246,0,0,0,109255,106255,96072,97089,98075,95086,96082,96075
15,0,0,0,0,0,0,96079,97093,98081,97098,95090,101119
15,0,0,0,0,0,0,99084,98087,98080,97079,98097,99092
15,0,0,0,0,0,0,99083,96082,96084,98103,97082,99079
15,0,0,0,0,0,0,97077,94086,98097,98098,96086,95068
15,0,0,0,0,0,101070,98091,97101,98080,94077,98091,97088
15,0,0,0,0,0,0,98090,98080,99093,98097,98094,97071
15,0,0,0,0,0,0,96080,98079,98091,97096,97096,98079
15,0,0,0,0,0,115255,98089,99087,98092,96093,96078,99087
15,0,0,0,0,0,0,98080,99095,95082,96078,98089,98092
15,0,0,0,0,0,74049,99092,98078,98091,98082,100085,98096
15,0,0,0,0,0,0,98086,95081,99112,95083,98092,96074
15,0,0,0,0,0,86039,98072,95083,100097,94048,97081,98109
15,0,0,0,0,0,0,95081,96078,97084,96091,97093,98080
16,0,0,0,0,0,0,87081,79072,87104,88096,87119,89082
16,0,0,0,0,0,0,91120,85089,88106,90089,86099,85083
16,0,0,0,0,0,0,90101,85100,84072,88091,89090,88098
16,0,0,0,0,0,0,75062,75085,65075,82089,85115,77085
16,0,0,0,0,0,0,78088,72081,74072,85091,77084,82068
16,0,0,0,0,0,0,63060,83089,77083,78063,67065,74085
16,0,0,0,0,0,0,79078,56061,76088,89102,77072,71066
16,0,0,0,0,0,0,90100,88114,83111,86101,85074,91107
16,0,0,0,0,0,0,90123,84097,85139,86099,89093,91119
16,0,0,0,0,0,0,88089,82089,87082,89093,90085,85075
